city,year,month,sales,volume,avg_price,listings
Abilene,2005,7,177.0,18495e3,93500.0,657.0
Abilene,2005,8,216.0,24065e3,97500.0,638.0
Abilene,2005,9,165.0,17145e3,92800.0,644.0
Abilene,2005,10,161.0,16365e3,92300.0,601.0
Abilene,2005,11,137.0,1339e4,92800.0,496.0
Abilene,2005,12,125.0,14415e3,102500.0,522.0
Abilene,2006,1,107.0,1189e4,90800.0,559.0
Abilene,2006,2,152.0,16875e3,98200.0,561.0
Abilene,2006,3,155.0,1803e4,105400.0,NA
Abilene,2006,4,172.0,17955e3,1e5,683.0
Abilene,2006,5,179.0,204e5,103e3,736.0
Abilene,2006,6,225.0,2662e4,99800.0,786.0
Abilene,2006,7,169.0,1916e4,93200.0,804.0
Abilene,2006,8,220.0,25735e3,104e3,812.0
Abilene,2006,9,159.0,1985e4,109500.0,817.0
Abilene,2006,10,156.0,171e5,97100.0,797.0
Abilene,2006,11,146.0,1593e4,99400.0,792.0
Abilene,2006,12,157.0,17985e3,103100.0,724.0
Abilene,2007,1,132.0,13335e3,91700.0,746.0
Abilene,2007,2,140.0,16105e3,1e5,774.0
Abilene,2007,3,212.0,2041e4,86500.0,816.0
Abilene,2007,4,192.0,2009e4,89100.0,807.0
Abilene,2007,5,213.0,2441e4,99500.0,849.0
Abilene,2007,6,212.0,27605e3,121200.0,872.0
Abilene,2007,7,239.0,29315e3,114300.0,940.0
Abilene,2007,8,196.0,25015e3,113700.0,948.0
Abilene,2007,9,127.0,16588549.0,111500.0,932.0
Abilene,2007,10,134.0,16036403.0,110700.0,932.0
Abilene,2007,11,107.0,12017671.0,102600.0,892.0
Abilene,2007,12,99.0,11134962.0,103e3,856.0
Abilene,2008,1,84.0,9089942.0,88800.0,859.0
Abilene,2008,2,127.0,15970270.0,111900.0,899.0
Abilene,2008,3,147.0,15496685.0,97500.0,923.0
Abilene,2008,4,161.0,18288157.0,106900.0,941.0
Abilene,2008,5,182.0,21314933.0,104e3,951.0
Abilene,2008,6,180.0,21146068.0,110400.0,1e3
Abilene,2008,7,171.0,19502253.0,106400.0,1013.0
Abilene,2008,8,131.0,16067354.0,111200.0,966.0
Abilene,2008,9,141.0,15643014.0,106900.0,992.0
Abilene,2008,10,116.0,15057270.0,131600.0,860.0
Abilene,2008,11,94.0,10792418.0,1e5,863.0
Abilene,2008,12,117.0,14151971.0,11e4,821.0
Abilene,2009,1,70.0,8414801.0,92900.0,861.0
Abilene,2009,2,106.0,10921111.0,95700.0,869.0
Abilene,2009,3,131.0,15148755.0,106400.0,891.0
Abilene,2009,4,157.0,19565825.0,113800.0,890.0
Abilene,2009,5,143.0,16596602.0,105500.0,911.0
Abilene,2009,6,187.0,25342963.0,119300.0,802.0
Abilene,2009,7,158.0,21925623.0,126200.0,808.0
Abilene,2009,8,149.0,17827080.0,106900.0,785.0
Abilene,2009,9,128.0,16222840.0,111200.0,745.0
Abilene,2009,10,151.0,18076723.0,96800.0,734.0
Abilene,2009,11,130.0,16724086.0,114300.0,737.0
Abilene,2009,12,124.0,15591347.0,111400.0,705.0
Abilene,2010,1,73.0,9130783.0,112200.0,868.0
Abilene,2010,2,93.0,10372904.0,98300.0,830.0
Abilene,2010,3,133.0,16517713.0,114e3,854.0
Abilene,2010,4,161.0,18788002.0,103600.0,859.0
Abilene,2010,5,200.0,22804393.0,99300.0,914.0
Abilene,2010,6,169.0,23216943.0,127900.0,932.0
Abilene,2010,7,159.0,22363123.0,127300.0,915.0
Abilene,2010,8,144.0,17504580.0,122e3,936.0
Abilene,2010,9,116.0,15475763.0,121300.0,899.0
Abilene,2010,10,111.0,14570529.0,111900.0,863.0
Abilene,2010,11,115.0,11422741.0,87900.0,851.0
Abilene,2010,12,116.0,15289470.0,118300.0,830.0
Abilene,2011,1,68.0,8834493.0,123300.0,809.0
Abilene,2011,2,85.0,10250107.0,111200.0,822.0
Abilene,2011,3,131.0,16047423.0,11e4,857.0
Abilene,2011,4,148.0,17453429.0,112e3,855.0
Abilene,2011,5,181.0,22374531.0,115300.0,863.0
Abilene,2011,6,213.0,26635498.0,105400.0,840.0
Abilene,2011,7,172.0,22734236.0,117900.0,848.0
Abilene,2011,8,184.0,22066503.0,99e3,795.0
Abilene,2011,9,138.0,19329727.0,121400.0,763.0
Abilene,2011,10,146.0,18916970.0,111100.0,743.0
Abilene,2011,11,125.0,17679449.0,127300.0,712.0
Abilene,2011,12,128.0,17843463.0,12e4,693.0
Abilene,2012,1,95.0,11371474.0,105600.0,703.0
Abilene,2012,2,142.0,16905161.0,102e3,720.0
Abilene,2012,3,172.0,20922281.0,112e3,723.0
Abilene,2012,4,170.0,20909533.0,104400.0,722.0
Abilene,2012,5,211.0,28521200.0,111600.0,1125.0
Abilene,2012,6,188.0,25629200.0,12e4,1176.0
Abilene,2012,7,183.0,26033906.0,127500.0,1176.0
Abilene,2012,8,220.0,31687638.0,130600.0,1132.0
Abilene,2012,9,146.0,19821491.0,123200.0,1095.0
Abilene,2012,10,191.0,24016275.0,103200.0,1075.0
Abilene,2012,11,142.0,19753059.0,125900.0,1036.0
Abilene,2012,12,156.0,19985676.0,106200.0,952.0
Abilene,2013,1,114.0,15794494.0,125300.0,966.0
Abilene,2013,2,140.0,16552641.0,94400.0,943.0
Abilene,2013,3,164.0,19609711.0,102500.0,958.0
Abilene,2013,4,213.0,27261796.0,113700.0,948.0
Abilene,2013,5,225.0,31901380.0,13e4,923.0
Abilene,2013,6,209.0,29454125.0,127300.0,960.0
Abilene,2013,7,218.0,32547446.0,14e4,969.0
Abilene,2013,8,236.0,30777727.0,12e4,976.0
Abilene,2013,9,195.0,26237106.0,127500.0,985.0
Abilene,2013,10,167.0,21781187.0,119e3,993.0
Abilene,2013,11,145.0,19950273.0,113200.0,946.0
Abilene,2013,12,145.0,18412418.0,104700.0,938.0
Abilene,2014,1,115.0,15391738.0,117e3,922.0
Abilene,2014,2,137.0,17944719.0,127600.0,906.0
Abilene,2014,3,165.0,21615979.0,112400.0,929.0
Abilene,2014,4,178.0,25070931.0,124500.0,965.0
Abilene,2014,5,191.0,26615130.0,129300.0,1001.0
Abilene,2014,6,230.0,34398506.0,135200.0,1023.0
Abilene,2014,7,231.0,35861350.0,145800.0,1033.0
Abilene,2014,8,203.0,29671329.0,129200.0,1024.0
Abilene,2014,9,201.0,30904319.0,135900.0,1012.0
Abilene,2014,10,190.0,25431388.0,122400.0,987.0
Abilene,2014,11,158.0,24120554.0,132200.0,941.0
Abilene,2014,12,165.0,23959468.0,13e4,823.0
Abilene,2015,1,158.0,23486998.0,134100.0,801.0
Abilene,2015,2,151.0,19834263.0,126500.0,767.0
Abilene,2015,3,198.0,31869437.0,136800.0,821.0
Abilene,2015,4,201.0,28301159.0,129600.0,891.0
Abilene,2015,5,199.0,31385757.0,144700.0,919.0
Abilene,2015,6,260.0,41396230.0,141500.0,965.0
Abilene,2015,7,268.0,45845730.0,148700.0,986.0
Amarillo,2000,1,102.0,886e4,8e4,972.0
Amarillo,2000,2,147.0,13875e3,78300.0,937.0
Amarillo,2000,3,201.0,1793e4,74800.0,995.0
Amarillo,2000,4,176.0,16955e3,87700.0,985.0
Amarillo,2000,5,198.0,1942e4,81100.0,1020.0
Amarillo,2000,6,206.0,20035e3,84100.0,1055.0
Amarillo,2000,7,190.0,2043e4,94300.0,1193.0
Amarillo,2000,8,242.0,25995e3,95300.0,1208.0
Amarillo,2000,9,158.0,16e6,91e3,1248.0
Amarillo,2000,10,165.0,1681e4,89e3,1191.0
Amarillo,2000,11,133.0,13955e3,87300.0,1174.0
Amarillo,2000,12,158.0,158e5,88300.0,1092.0
Amarillo,2001,1,134.0,14445e3,89e3,1087.0
Amarillo,2001,2,157.0,15345e3,87100.0,1037.0
Amarillo,2001,3,187.0,1926e4,86300.0,1030.0
Amarillo,2001,4,199.0,2174e4,93200.0,1055.0
Amarillo,2001,5,225.0,22225e3,88300.0,1064.0
Amarillo,2001,6,242.0,25135e3,91200.0,1092.0
Amarillo,2001,7,210.0,25e6,97100.0,1141.0
Amarillo,2001,8,259.0,2915e4,93900.0,1144.0
Amarillo,2001,9,183.0,19035e3,87600.0,1137.0
Amarillo,2001,10,211.0,2253e4,88400.0,1137.0
Amarillo,2001,11,170.0,18875e3,9e4,1137.0
Amarillo,2001,12,166.0,1827e4,96e3,1072.0
Amarillo,2002,1,146.0,14955e3,83300.0,1071.0
Amarillo,2002,2,182.0,1844e4,86400.0,1090.0
Amarillo,2002,3,200.0,20235e3,85300.0,1046.0
Amarillo,2002,4,209.0,21345e3,89100.0,1106.0
Amarillo,2002,5,198.0,2142e4,95600.0,1140.0
Amarillo,2002,6,220.0,25025e3,97700.0,1191.0
Amarillo,2002,7,213.0,23185e3,99600.0,1266.0
Amarillo,2002,8,193.0,21345e3,93900.0,1256.0
Amarillo,2002,9,186.0,22045e3,95800.0,1214.0
Amarillo,2002,10,176.0,21245e3,91900.0,1242.0
Amarillo,2002,11,173.0,19605e3,95e3,1249.0
Amarillo,2002,12,153.0,1415e4,79600.0,1205.0
Amarillo,2003,1,165.0,14985e3,79600.0,1205.0
Amarillo,2003,2,176.0,17255e3,86700.0,1173.0
Amarillo,2003,3,203.0,2233e4,95500.0,1293.0
Amarillo,2003,4,220.0,23455e3,88900.0,1279.0
Amarillo,2003,5,264.0,28375e3,98300.0,1360.0
Amarillo,2003,6,260.0,3099e4,108900.0,1382.0
Amarillo,2003,7,296.0,32085e3,93500.0,1412.0
Amarillo,2003,8,288.0,3582e4,107400.0,1422.0
Amarillo,2003,9,287.0,30035e3,91900.0,1406.0
Amarillo,2003,10,238.0,26325e3,95600.0,1387.0
Amarillo,2003,11,212.0,23395e3,95e3,1349.0
Amarillo,2003,12,219.0,22975e3,90900.0,1242.0
Amarillo,2004,1,181.0,2011e4,90400.0,1215.0
Amarillo,2004,2,227.0,23885e3,94500.0,1219.0
Amarillo,2004,3,248.0,27265e3,93500.0,1186.0
Amarillo,2004,4,274.0,3027e4,95500.0,1196.0
Amarillo,2004,5,289.0,3216e4,94400.0,1199.0
Amarillo,2004,6,322.0,38385e3,99600.0,1248.0
Amarillo,2004,7,320.0,393e5,106100.0,1250.0
Amarillo,2004,8,263.0,3049e4,98400.0,1246.0
Amarillo,2004,9,266.0,30635e3,89700.0,1241.0
Amarillo,2004,10,210.0,24165e3,98e3,1196.0
Amarillo,2004,11,228.0,24865e3,97700.0,1154.0
Amarillo,2004,12,229.0,29985e3,105500.0,1090.0
Amarillo,2005,1,218.0,2407e4,93900.0,1072.0
Amarillo,2005,2,238.0,29525e3,108300.0,1079.0
Amarillo,2005,3,268.0,33065e3,109200.0,1023.0
Amarillo,2005,4,284.0,3303e4,97700.0,1082.0
Amarillo,2005,5,312.0,40885e3,112700.0,1132.0
Amarillo,2005,6,340.0,4691e4,117e3,1156.0
Amarillo,2005,7,314.0,37715e3,107200.0,1221.0
Amarillo,2005,8,317.0,425e5,112600.0,1224.0
Amarillo,2005,9,309.0,4194e4,111800.0,1201.0
Amarillo,2005,10,67.0,7225e3,87e3,NA
Amarillo,2005,11,235.0,30815e3,112400.0,1240.0
Amarillo,2005,12,211.0,259e5,102500.0,1121.0
Amarillo,2006,1,156.0,2068e4,115e3,1181.0
Amarillo,2006,2,242.0,32575e3,110700.0,1183.0
Amarillo,2006,3,321.0,41e6,105100.0,1238.0
Amarillo,2006,4,251.0,31135e3,108700.0,1248.0
Amarillo,2006,5,348.0,49e6,123e3,1286.0
Amarillo,2006,6,345.0,46755e3,120700.0,NA
Amarillo,2006,7,324.0,46595e3,124300.0,1439.0
Amarillo,2006,8,362.0,5093e4,122200.0,1511.0
Amarillo,2006,9,288.0,37365e3,114100.0,NA
Amarillo,2006,10,301.0,37585e3,107400.0,1435.0
Amarillo,2006,11,235.0,31405e3,114200.0,1393.0
Amarillo,2006,12,272.0,3293e4,105200.0,1252.0
Amarillo,2007,1,179.0,2238e4,112600.0,1304.0
Amarillo,2007,2,265.0,31655e3,105e3,1273.0
Amarillo,2007,3,277.0,3743e4,117100.0,1311.0
Amarillo,2007,4,285.0,3781e4,118400.0,1313.0
Amarillo,2007,5,351.0,4691e4,113800.0,1408.0
Amarillo,2007,6,348.0,50975e3,117700.0,1458.0
Amarillo,2007,7,326.0,45e6,114400.0,1549.0
Amarillo,2007,8,315.0,50625e3,133100.0,1584.0
Amarillo,2007,9,242.0,3437e4,121800.0,1578.0
Amarillo,2007,10,243.0,3306e4,116100.0,1513.0
Amarillo,2007,11,253.0,3291e4,114800.0,NA
Amarillo,2007,12,216.0,3195e4,129e3,1373.0
Amarillo,2008,1,187.0,26055e3,123600.0,1421.0
Amarillo,2008,2,274.0,379e5,122700.0,1413.0
Amarillo,2008,3,264.0,36825e3,122300.0,1336.0
Amarillo,2008,4,299.0,45755e3,124900.0,1387.0
Amarillo,2008,5,291.0,41435e3,122200.0,1498.0
Amarillo,2008,6,296.0,42955e3,122600.0,1519.0
Amarillo,2008,7,324.0,456e5,123100.0,1564.0
Amarillo,2008,8,284.0,4073e4,129500.0,1519.0
Amarillo,2008,9,254.0,38575e3,132700.0,1480.0
Amarillo,2008,10,226.0,348e5,13e4,1474.0
Amarillo,2008,11,140.0,19235e3,116500.0,1471.0
Amarillo,2008,12,170.0,22755e3,117900.0,1437.0
Amarillo,2009,1,151.0,2233e4,127300.0,1430.0
Amarillo,2009,2,179.0,24005e3,118800.0,1458.0
Amarillo,2009,3,202.0,27975e3,121200.0,1470.0
Amarillo,2009,4,227.0,3157e4,126e3,1533.0
Amarillo,2009,5,247.0,3652e4,129500.0,1506.0
Amarillo,2009,6,307.0,46045e3,126e3,1543.0
Amarillo,2009,7,254.0,3673e4,124600.0,1588.0
Amarillo,2009,8,246.0,34305e3,124700.0,1589.0
Amarillo,2009,9,251.0,32745e3,117600.0,1520.0
Amarillo,2009,10,266.0,3781e4,123700.0,1470.0
Amarillo,2009,11,263.0,37462352.0,123500.0,1360.0
Amarillo,2009,12,204.0,28945e3,116500.0,1261.0
Amarillo,2010,1,107.0,16555053.0,131200.0,1311.0
Amarillo,2010,2,178.0,23246256.0,115e3,1338.0
Amarillo,2010,3,203.0,26989053.0,113500.0,1472.0
Amarillo,2010,4,293.0,39634272.0,122800.0,1474.0
Amarillo,2010,5,333.0,45797490.0,122100.0,NA
Amarillo,2010,6,272.0,42959136.0,139400.0,1449.0
Amarillo,2010,7,182.0,25534386.0,126200.0,1643.0
Amarillo,2010,8,247.0,42336958.0,130300.0,1592.0
Amarillo,2010,9,205.0,28885143.0,125800.0,1550.0
Amarillo,2010,10,216.0,31979853.0,125500.0,1527.0
Amarillo,2010,11,135.0,20171558.0,130700.0,1341.0
Amarillo,2010,12,185.0,24975e3,118900.0,1381.0
Amarillo,2011,1,122.0,16986129.0,122700.0,1480.0
Amarillo,2011,2,153.0,21097782.0,113800.0,1409.0
Amarillo,2011,3,221.0,31326971.0,123500.0,1435.0
Amarillo,2011,4,226.0,34340022.0,126200.0,1470.0
Amarillo,2011,5,239.0,34842734.0,126600.0,1507.0
Amarillo,2011,6,276.0,43981120.0,136e3,1513.0
Amarillo,2011,7,267.0,39229851.0,124400.0,1511.0
Amarillo,2011,8,390.0,40411846.0,137100.0,1534.0
Amarillo,2011,9,202.0,30498652.0,128e3,1496.0
Amarillo,2011,10,221.0,33245352.0,126800.0,1147.0
Amarillo,2011,11,196.0,30877378.0,128100.0,1328.0
Amarillo,2011,12,192.0,28348675.0,126700.0,1153.0
Amarillo,2012,1,143.0,20409784.0,125500.0,1302.0
Amarillo,2012,2,162.0,22084286.0,122500.0,1277.0
Amarillo,2012,3,248.0,36909154.0,131e3,1315.0
Amarillo,2012,4,251.0,36550052.0,132100.0,1355.0
Amarillo,2012,5,256.0,47384870.0,145e3,1373.0
Amarillo,2012,6,320.0,47567541.0,131500.0,1400.0
Amarillo,2012,7,268.0,43218765.0,139300.0,1446.0
Amarillo,2012,8,302.0,51381019.0,141800.0,1377.0
Amarillo,2012,9,265.0,41571476.0,136600.0,1335.0
Amarillo,2012,10,242.0,39504208.0,138500.0,1309.0
Amarillo,2012,11,248.0,36918379.0,121500.0,1252.0
Amarillo,2012,12,228.0,35395056.0,128300.0,1124.0
Amarillo,2013,1,187.0,26444725.0,115e3,1215.0
Amarillo,2013,2,175.0,26609836.0,127700.0,1184.0
Amarillo,2013,3,252.0,38218836.0,126200.0,1130.0
Amarillo,2013,4,302.0,46774790.0,138900.0,1209.0
Amarillo,2013,5,304.0,47772765.0,137900.0,1346.0
Amarillo,2013,6,275.0,45613832.0,145100.0,1366.0
Amarillo,2013,7,308.0,50658875.0,149700.0,1374.0
Amarillo,2013,8,287.0,48385038.0,145600.0,1385.0
Amarillo,2013,9,257.0,42851137.0,139700.0,1367.0
Amarillo,2013,10,256.0,42109011.0,143700.0,1296.0
Amarillo,2013,11,209.0,35271731.0,132400.0,1229.0
Amarillo,2013,12,245.0,40478351.0,142200.0,1146.0
Amarillo,2014,1,164.0,30053425.0,137500.0,1183.0
Amarillo,2014,2,205.0,32266720.0,139e3,1146.0
Amarillo,2014,3,244.0,37477782.0,138100.0,1160.0
Amarillo,2014,4,260.0,44299103.0,139400.0,1202.0
Amarillo,2014,5,290.0,46266884.0,137e3,1243.0
Amarillo,2014,6,351.0,59577665.0,145700.0,1304.0
Amarillo,2014,7,305.0,54629643.0,150900.0,1352.0
Amarillo,2014,8,279.0,49714220.0,152500.0,1337.0
Amarillo,2014,9,272.0,45370534.0,136700.0,1284.0
Amarillo,2014,10,267.0,43330229.0,141100.0,1291.0
Amarillo,2014,11,226.0,36158899.0,137900.0,1212.0
Amarillo,2014,12,239.0,42276704.0,145200.0,1106.0
Amarillo,2015,1,204.0,33188726.0,138500.0,1120.0
Amarillo,2015,2,188.0,34355428.0,149400.0,1084.0
Amarillo,2015,3,317.0,53603130.0,140900.0,1051.0
Amarillo,2015,4,314.0,50570482.0,147200.0,1041.0
Amarillo,2015,5,339.0,61402581.0,157900.0,1085.0
Amarillo,2015,6,342.0,61748196.0,152100.0,1213.0
Amarillo,2015,7,354.0,62261916.0,149700.0,1247.0
Arlington,2000,1,241.0,26220683.0,94e3,1417.0
Arlington,2000,2,337.0,36618555.0,94300.0,1402.0
Arlington,2000,3,493.0,56714365.0,98700.0,1347.0
Arlington,2000,4,456.0,54108160.0,99e3,1346.0
Arlington,2000,5,498.0,58688050.0,103e3,1360.0
Arlington,2000,6,491.0,61753364.0,107900.0,1421.0
Arlington,2000,7,446.0,54540495.0,105800.0,1434.0
Arlington,2000,8,507.0,60875199.0,103400.0,1417.0
Arlington,2000,9,407.0,52509988.0,110500.0,1418.0
Arlington,2000,10,392.0,48300376.0,104100.0,1418.0
Arlington,2000,11,338.0,41776960.0,107700.0,1370.0
Arlington,2000,12,363.0,46705325.0,105700.0,1306.0
Arlington,2001,1,266.0,34187727.0,105700.0,1428.0
Arlington,2001,2,402.0,48908661.0,106400.0,1466.0
Arlington,2001,3,481.0,61799819.0,109700.0,1516.0
Arlington,2001,4,487.0,63515514.0,111600.0,1517.0
Arlington,2001,5,536.0,69878959.0,114400.0,1592.0
Arlington,2001,6,534.0,67744182.0,108500.0,1627.0
Arlington,2001,7,500.0,66350350.0,116e3,1693.0
Arlington,2001,8,505.0,65080743.0,113600.0,1616.0
Arlington,2001,9,442.0,56728723.0,112e3,1656.0
Arlington,2001,10,407.0,51328965.0,113200.0,1647.0
Arlington,2001,11,425.0,53024458.0,111700.0,1583.0
Arlington,2001,12,353.0,47654250.0,116400.0,1464.0
Arlington,2002,1,314.0,39966772.0,112e3,1542.0
Arlington,2002,2,378.0,46058048.0,107500.0,1653.0
Arlington,2002,3,461.0,58346224.0,113700.0,1643.0
Arlington,2002,4,468.0,61356437.0,111800.0,1683.0
Arlington,2002,5,503.0,67240236.0,116100.0,1741.0
Arlington,2002,6,495.0,64673182.0,116300.0,1811.0
Arlington,2002,7,509.0,66954143.0,119100.0,1925.0
Arlington,2002,8,467.0,62199241.0,117200.0,1909.0
Arlington,2002,9,426.0,54118102.0,116100.0,1955.0
Arlington,2002,10,423.0,56866208.0,116e3,2050.0
Arlington,2002,11,368.0,47740480.0,116600.0,1999.0
Arlington,2002,12,391.0,49595229.0,117100.0,1976.0
Arlington,2003,1,335.0,42505826.0,114500.0,2155.0
Arlington,2003,2,370.0,51593837.0,119500.0,2194.0
Arlington,2003,3,459.0,59668872.0,119900.0,2345.0
Arlington,2003,4,420.0,52103275.0,113800.0,2478.0
Arlington,2003,5,502.0,67131982.0,118e3,2544.0
Arlington,2003,6,495.0,68632935.0,122900.0,2731.0
Arlington,2003,7,524.0,73194692.0,123500.0,2799.0
Arlington,2003,8,531.0,72397143.0,123900.0,2801.0
Arlington,2003,9,451.0,63432091.0,119200.0,2708.0
Arlington,2003,10,451.0,59867438.0,123400.0,2637.0
Arlington,2003,11,362.0,51186383.0,123100.0,2539.0
Arlington,2003,12,405.0,55076568.0,120200.0,2426.0
Arlington,2004,1,288.0,36572326.0,114500.0,2638.0
Arlington,2004,2,354.0,48048923.0,120400.0,2709.0
Arlington,2004,3,493.0,66902880.0,117e3,2823.0
Arlington,2004,4,489.0,66665281.0,117100.0,2915.0
Arlington,2004,5,527.0,72401436.0,118300.0,2922.0
Arlington,2004,6,515.0,73886166.0,121300.0,2893.0
Arlington,2004,7,578.0,79609568.0,123800.0,2900.0
Arlington,2004,8,515.0,72336231.0,121500.0,2833.0
Arlington,2004,9,480.0,66141732.0,120300.0,2777.0
Arlington,2004,10,464.0,63006978.0,124100.0,2769.0
Arlington,2004,11,394.0,52819945.0,123700.0,2640.0
Arlington,2004,12,446.0,63363369.0,123300.0,2475.0
Arlington,2005,1,327.0,43605670.0,120500.0,2671.0
Arlington,2005,2,364.0,48747730.0,122200.0,2828.0
Arlington,2005,3,492.0,68782581.0,123900.0,2890.0
Arlington,2005,4,548.0,78286558.0,124600.0,2954.0
Arlington,2005,5,579.0,81002282.0,124200.0,2963.0
Arlington,2005,6,660.0,97579136.0,127e3,3102.0
Arlington,2005,7,588.0,88850414.0,135100.0,3172.0
Arlington,2005,8,628.0,94065048.0,132800.0,NA
Arlington,2005,9,551.0,85175555.0,134100.0,2846.0
Arlington,2005,10,482.0,69275277.0,130700.0,2844.0
Arlington,2005,11,448.0,65724505.0,130500.0,2769.0
Arlington,2005,12,484.0,76456692.0,135600.0,2537.0
Arlington,2006,1,348.0,50313284.0,125200.0,2720.0
Arlington,2006,2,415.0,58242346.0,125500.0,2843.0
Arlington,2006,3,578.0,83537970.0,129500.0,2950.0
Arlington,2006,4,583.0,82590779.0,128600.0,3008.0
Arlington,2006,5,656.0,95885042.0,129300.0,3099.0
Arlington,2006,6,720.0,107962697.0,134300.0,3122.0
Arlington,2006,7,621.0,93238745.0,132600.0,3207.0
Arlington,2006,8,715.0,106903695.0,130900.0,3178.0
Arlington,2006,9,505.0,75665308.0,131800.0,3215.0
Arlington,2006,10,483.0,70733566.0,128800.0,3126.0
Arlington,2006,11,472.0,69649910.0,133100.0,3019.0
Arlington,2006,12,487.0,74138446.0,134100.0,2829.0
Arlington,2007,1,391.0,58230415.0,130500.0,2967.0
Arlington,2007,2,420.0,63293055.0,126800.0,3042.0
Arlington,2007,3,573.0,86029966.0,131700.0,3160.0
Arlington,2007,4,541.0,77760044.0,129200.0,3209.0
Arlington,2007,5,605.0,88579861.0,128e3,3161.0
Arlington,2007,6,619.0,91363030.0,133200.0,3140.0
Arlington,2007,7,567.0,87483513.0,135700.0,3208.0
Arlington,2007,8,553.0,81555794.0,128300.0,3049.0
Arlington,2007,9,427.0,66067557.0,132300.0,3029.0
Arlington,2007,10,407.0,60303327.0,128600.0,3020.0
Arlington,2007,11,382.0,58123749.0,132900.0,2794.0
Arlington,2007,12,397.0,56669818.0,126200.0,2580.0
Arlington,2008,1,299.0,41280330.0,128e3,2652.0
Arlington,2008,2,361.0,52437477.0,127e3,2606.0
Arlington,2008,3,390.0,60168088.0,131100.0,2660.0
Arlington,2008,4,458.0,67512370.0,130400.0,2676.0
Arlington,2008,5,531.0,81648934.0,131700.0,2578.0
