country,long,lat,group
BO,-69.11806641,-18.10273438,8
BO,-69.09042969,-18.07070313,8
BO,-69.09394531,-18.05048828,8
BO,-69.28232422,-17.96484375,8
BO,-69.31337891,-17.94316406,8
BO,-69.35800781,-17.77167969,8
BO,-69.49501953,-17.61953125,8
BO,-69.5109375,-17.50605469,8
BO,-69.51108398,-17.50488281,8
BO,-69.51098633,-17.46035156,8
BO,-69.52192383,-17.38896484,8
BO,-69.56381836,-17.33291016,8
BO,-69.62587891,-17.29443359,8
BO,-69.64570312,-17.24853516,8
BO,-69.62485352,-17.20019531,8
BO,-69.50332031,-17.10478516,8
BO,-69.43833008,-17.08837891,8
BO,-69.42109375,-17.04003906,8
BO,-69.38154297,-17.00136719,8
BO,-69.26723633,-16.8609375,8
BO,-69.19980469,-16.76845703,8
BO,-69.13251953,-16.71308594,8
BO,-69.05454102,-16.67431641,8
BO,-69.02070312,-16.6421875,8
BO,-69.03837891,-16.54267578,8
BO,-69.03291016,-16.47597656,8
BO,-69.00625,-16.43369141,8
BO,-68.92802734,-16.3890625,8
BO,-68.8578125,-16.35478516,8
BO,-68.84277344,-16.33789062,8
BO,-68.84882812,-16.31279297,8
BO,-68.91347656,-16.26191406,8
BO,-69.04624023,-16.21767578,8
BO,-69.13417969,-16.22197266,8
BO,-69.18798828,-16.1828125,8
BO,-69.21757812,-16.14912109,8
BO,-69.39189453,-15.73691406,8
BO,-69.42089844,-15.640625,8
BO,-69.41850586,-15.60341797,8
BO,-69.3019043,-15.39941406,8
BO,-69.25429687,-15.33291016,8
BO,-69.17246094,-15.23662109,8
BO,-69.18710937,-15.19873047,8
BO,-69.33071289,-15.03896484,8
BO,-69.37470703,-14.96298828,8
BO,-69.37373047,-14.8875,8
BO,-69.35947266,-14.7953125,8
BO,-69.27602539,-14.74589844,8
BO,-69.25234375,-14.67109375,8
BO,-69.23491211,-14.59707031,8
BO,-69.19926758,-14.57255859,8
BO,-69.16269531,-14.53095703,8
BO,-69.11972656,-14.4703125,8
BO,-69.0527832,-14.41757813,8
BO,-69.01313477,-14.37724609,8
BO,-69.00449219,-14.26503906,8
BO,-68.97177734,-14.234375,8
BO,-68.88032227,-14.19882813,8
BO,-68.87089844,-14.16972656,8
BO,-68.89169922,-14.09433594,8
BO,-68.93745117,-14.01464844,8
BO,-68.97426758,-13.97597656,8
BO,-69.02304687,-13.78027344,8
BO,-69.07412109,-13.6828125,8
BO,-69.05283203,-13.64394531,8
BO,-69.0175293,-13.59443359,8
BO,-68.98344727,-13.49638672,8
BO,-68.97226562,-13.38232422,8
BO,-68.98051758,-12.96259766,8
BO,-68.97861328,-12.88007813,8
BO,-68.93374023,-12.82207031,8
BO,-68.86767578,-12.75517578,8
BO,-68.81181641,-12.72958984,8
BO,-68.75908203,-12.68720703,8
BO,-68.76289062,-12.60771484,8
BO,-68.728125,-12.56074219,8
BO,-68.68525391,-12.50195312,8
BO,-68.81870117,-12.27041016,8
BO,-68.93603516,-12.06679688,8
BO,-69.04619141,-11.87568359,8
BO,-69.17373047,-11.65429687,8
BO,-69.25771484,-11.50859375,8
BO,-69.36201172,-11.32753906,8
BO,-69.45361328,-11.16875,8
BO,-69.57861328,-10.95175781,8
BO,-69.46254883,-10.94814453,8
BO,-69.22851562,-10.95566406,8
BO,-69.00166016,-10.99433594,8
BO,-68.84833984,-11.01113281,8
BO,-68.78408203,-11.04462891,8
BO,-68.76992187,-11.09765625,8
BO,-68.72749023,-11.12246094,8
BO,-68.67836914,-11.11279297,8
BO,-68.62265625,-11.10917969,8
BO,-68.49833984,-11.05478516,8
BO,-68.39799805,-11.01875,8
BO,-68.31113281,-10.97519531,8
BO,-68.26660156,-10.93310547,8
BO,-68.15864258,-10.78505859,8
BO,-68.07167969,-10.703125,8
BO,-67.99169922,-10.67441406,8
BO,-67.83500977,-10.66279297,8
BO,-67.78569336,-10.68603516,8
BO,-67.72177734,-10.68310547,8
BO,-67.66665039,-10.59892578,8
BO,-67.58242187,-10.50595703,8
BO,-67.41694336,-10.38984375,8
BO,-67.33271484,-10.35791016,8
BO,-67.28046875,-10.31728516,8
BO,-67.19047852,-10.31142578,8
BO,-67.11152344,-10.26894531,8
BO,-66.72998047,-9.97548828,8
BO,-66.5753418,-9.89990234,8
BO,-66.47890625,-9.88613281,8
BO,-66.39921875,-9.86816406,8
BO,-66.26357422,-9.82607422,8
BO,-65.92470703,-9.78544922,8
BO,-65.70678711,-9.76845703,8
BO,-65.63710937,-9.80908203,8
BO,-65.55869141,-9.79746094,8
BO,-65.49199219,-9.73173828,8
BO,-65.43676758,-9.71044922,8
BO,-65.39614258,-9.71240234,8
BO,-65.33789062,-9.79023438,8
BO,-65.30932617,-9.87265625,8
BO,-65.328125,-9.93554687,8
BO,-65.32456055,-10.02695313,8
BO,-65.29858398,-10.14677734,8
BO,-65.31308594,-10.25302734,8
BO,-65.39545898,-10.39228516,8
BO,-65.43691406,-10.44902344,8
BO,-65.44711914,-10.50742188,8
BO,-65.43999023,-10.58623047,8
BO,-65.40229492,-10.71474609,8
BO,-65.3340332,-10.89277344,8
BO,-65.3237793,-11.02480469,8
BO,-65.37158203,-11.11035156,8
BO,-65.39360352,-11.18427734,8
BO,-65.38989258,-11.24628906,8
BO,-65.37285156,-11.28994141,8
BO,-65.34238281,-11.31503906,8
BO,-65.32548828,-11.36474609,8
BO,-65.32202148,-11.43916016,8
BO,-65.28227539,-11.51103516,8
BO,-65.20620117,-11.58056641,8
BO,-65.17539062,-11.646875,8
BO,-65.18974609,-11.71005859,8
BO,-65.18574219,-11.74951172,8
BO,-65.16337891,-11.76513672,8
BO,-65.14267578,-11.75234375,8
BO,-65.11513672,-11.73505859,8
BO,-65.0902832,-11.74121094,8
BO,-65.03710937,-11.82939453,8
BO,-65.03027344,-11.84736328,8
BO,-65.0012207,-11.92001953,8
BO,-64.9925293,-11.97519531,8
BO,-64.91435547,-12.00595703,8
BO,-64.82988281,-12.03027344,8
BO,-64.78344727,-12.059375,8
BO,-64.69003906,-12.14648437,8
BO,-64.61166992,-12.20390625,8
BO,-64.51342773,-12.25097656,8
BO,-64.48076172,-12.32617187,8
BO,-64.42050781,-12.43974609,8
BO,-64.2550293,-12.48330078,8
BO,-64.06162109,-12.50507813,8
BO,-63.93857422,-12.5296875,8
BO,-63.78808594,-12.46943359,8
BO,-63.68857422,-12.47802734,8
BO,-63.58564453,-12.51894531,8
BO,-63.54189453,-12.54667969,8
BO,-63.46523437,-12.60517578,8
BO,-63.34667969,-12.68007813,8
BO,-63.24975586,-12.70791016,8
BO,-63.18066406,-12.66621094,8
BO,-63.11679687,-12.65166016,8
BO,-63.06748047,-12.66914063,8
BO,-63.04135742,-12.75039063,8
BO,-63.01518555,-12.80556641,8
BO,-62.95791016,-12.84707031,8
BO,-62.83515625,-12.95371094,8
BO,-62.76547852,-12.99726563,8
BO,-62.68706055,-12.99433594,8
BO,-62.52553711,-13.06425781,8
BO,-62.35283203,-13.13242188,8
BO,-62.26391602,-13.14365234,8
BO,-62.17607422,-13.13369141,8
BO,-62.11801758,-13.15976563,8
BO,-62.09477539,-13.24199219,8
BO,-61.94472656,-13.40625,8
BO,-61.87412109,-13.47041016,8
BO,-61.78994141,-13.52558594,8
BO,-61.57568359,-13.52480469,8
BO,-61.51157227,-13.54121094,8
BO,-61.41606445,-13.5265625,8
BO,-61.12915039,-13.49853516,8
BO,-61.07700195,-13.48974609,8
BO,-60.91450195,-13.56142578,8
BO,-60.72236328,-13.66435547,8
BO,-60.5953125,-13.7453125,8
BO,-60.5065918,-13.78984375,8
BO,-60.46015625,-13.86240234,8
BO,-60.42236328,-13.93798828,8
BO,-60.40498047,-14.01923828,8
BO,-60.42807617,-14.1,8
BO,-60.46298828,-14.13242188,8
BO,-60.4746582,-14.18476563,8
BO,-60.46015625,-14.26308594,8
BO,-60.39624023,-14.3328125,8
BO,-60.37270508,-14.41875,8
BO,-60.33803711,-14.57050781,8
BO,-60.29887695,-14.61855469,8
BO,-60.27333984,-15.08876953,8
BO,-60.40200195,-15.09277344,8
BO,-60.58320312,-15.09833984,8
BO,-60.53046875,-15.14316406,8
BO,-60.38046875,-15.31826172,8
BO,-60.24233398,-15.47958984,8
BO,-60.22041016,-15.73867188,8
BO,-60.20664062,-15.90195313,8
BO,-60.18720703,-16.13212891,8
BO,-60.17558594,-16.26933594,8
BO,-59.83115234,-16.28173828,8
BO,-59.43427734,-16.29599609,8
BO,-58.95727539,-16.31318359,8
BO,-58.53793945,-16.32822266,8
BO,-58.49658203,-16.32666016,8
BO,-58.42368164,-16.30791016,8
BO,-58.37539062,-16.28359375,8
BO,-58.34560547,-16.284375,8
BO,-58.34057617,-16.33994141,8
BO,-58.35078125,-16.41025391,8
BO,-58.35039062,-16.49082031,8
BO,-58.47060547,-16.65019531,8
BO,-58.478125,-16.70068359,8
BO,-58.45981445,-16.91074219,8
BO,-58.41738281,-17.08056641,8
BO,-58.39599609,-17.23427734,8
BO,-58.34775391,-17.28212891,8
BO,-58.20556641,-17.36308594,8
BO,-57.99091797,-17.51289063,8
BO,-57.9050293,-17.53232422,8
BO,-57.8324707,-17.51210938,8
BO,-57.78886719,-17.57304688,8
BO,-57.78017578,-17.67177734,8
BO,-57.66166992,-17.94736328,8
BO,-57.58647461,-18.12226563,8
BO,-57.55205078,-18.18310547,8
BO,-57.4956543,-18.21464844,8
BO,-57.50615234,-18.23730469,8
BO,-57.553125,-18.24648438,8
BO,-57.57402344,-18.27929687,8
BO,-57.63916016,-18.475,8
BO,-57.725,-18.73320313,8
BO,-57.78310547,-18.91425781,8
BO,-57.73085937,-18.9171875,8
BO,-57.72861328,-18.96738281,8
BO,-57.71679687,-19.04404297,8
BO,-57.78144531,-19.05351563,8
BO,-57.80039062,-19.08095703,8
BO,-57.87451172,-19.22949219,8
BO,-57.97167969,-19.42421875,8
BO,-58.07202148,-19.62529297,8
BO,-58.13149414,-19.74453125,8
BO,-58.02993164,-19.83271484,8
BO,-57.86074219,-19.97958984,8
BO,-57.88759766,-20.02041016,8
BO,-57.96015625,-20.04072266,8
BO,-58.02114258,-20.05517578,8
BO,-58.06762695,-20.11035156,8
BO,-58.09375,-20.15107422,8
BO,-58.15976562,-20.16464844,8
BR,-60.24165039,5.25795898,9
BR,-60.18173828,5.23881836,9
BR,-60.14204102,5.23881836,9
BR,-60.10595703,5.19423828,9
BR,-60.07807617,5.14399414,9
BR,-59.99067383,5.08286133,9
BR,-59.99936523,4.98984375,9
BR,-60.01547852,4.90751953,9
BR,-60.02675781,4.81269531,9
BR,-60.03178711,4.74052734,9
BR,-60.06894531,4.66665039,9
BR,-60.12456055,4.59765625,9
BR,-60.14091797,4.56962891,9
BR,-60.14863281,4.53325195,9
BR,-60.11113281,4.51118164,9
BR,-60.04501953,4.50458984,9
BR,-59.96235352,4.50170898,9
BR,-59.90610352,4.48032227,9
BR,-59.83334961,4.47592773,9
BR,-59.74580078,4.41665039,9
BR,-59.70327148,4.38110352,9
BR,-59.69970703,4.35351563,9
BR,-59.72749023,4.28764648,9
BR,-59.73857422,4.22675781,9
BR,-59.71689453,4.18818359,9
BR,-59.69121094,4.16040039,9
BR,-59.62021484,4.02314453,9
BR,-59.58642578,3.97539062,9
BR,-59.55776367,3.96000977,9
BR,-59.55112305,3.93354492,9
BR,-59.57539063,3.88344727,9
BR,-59.60444336,3.81967773,9
BR,-59.67021484,3.75273438,9
BR,-59.67900391,3.69980469,9
BR,-59.73164062,3.66655273,9
BR,-59.85439453,3.5875,9
BR,-59.83305664,3.4621582,9
BR,-59.82880859,3.39858398,9
BR,-59.83115234,3.34921875,9
BR,-59.87304687,3.28310547,9
BR,-59.9456543,3.0878418,9
BR,-59.97231445,2.99047852,9
BR,-59.99589844,2.76542969,9
BR,-59.99433594,2.68999023,9
BR,-59.96079102,2.58837891,9
BR,-59.88964844,2.36293945,9
BR,-59.84912109,2.32705078,9
BR,-59.75522461,2.27412109,9
BR,-59.74350586,2.12163086,9
BR,-59.75175781,1.96240234,9
BR,-59.75620117,1.90063477,9
BR,-59.74072266,1.87416992,9
BR,-59.69853516,1.86147461,9
BR,-59.66850586,1.84233398,9
BR,-59.66376953,1.79521484,9
BR,-59.66660156,1.74628906,9
BR,-59.59663086,1.71801758,9
BR,-59.53569336,1.7,9
BR,-59.47944336,1.63242188,9
BR,-59.37768555,1.52734375,9
BR,-59.33725586,1.50820313,9
BR,-59.31699219,1.46459961,9
BR,-59.23120117,1.37602539,9
BR,-59.10039062,1.34365234,9
BR,-58.96850586,1.30458984,9
BR,-58.91660156,1.24887695,9
BR,-58.8625,1.20361328,9
BR,-58.82177734,1.2012207,9
BR,-58.78720703,1.20849609,9
BR,-58.73032227,1.24750977,9
BR,-58.68461914,1.28105469,9
BR,-58.60507813,1.27915039,9
BR,-58.51186523,1.28466797,9
BR,-58.49570312,1.31225586,9
BR,-58.48686523,1.34775391,9
BR,-58.50605469,1.43867188,9
BR,-58.47294922,1.46625977,9
BR,-58.39580078,1.48173828,9
BR,-58.38037109,1.53022461,9
BR,-58.36269531,1.55668945,9
BR,-58.34067383,1.58754883,9
BR,-58.31420898,1.59194336,9
BR,-58.28115234,1.57431641,9
BR,-58.23041992,1.56328125,9
BR,-58.1730957,1.54785156,9
BR,-58.14223633,1.51699219,9
BR,-58.09130859,1.51435547,9
BR,-58.03466797,1.52026367,9
BR,-58.01176758,1.53994141,9
BR,-57.99511719,1.57431641,9
BR,-57.9828125,1.6484375,9
BR,-57.94633789,1.65058594,9
BR,-57.8734375,1.66728516,9
BR,-57.7956543,1.7,9
BR,-57.69174805,1.70478516,9
BR,-57.59443359,1.70410156,9
BR,-57.54575195,1.72607422,9
BR,-57.50043945,1.77382812,9
BR,-57.41269531,1.90893555,9
BR,-57.36679688,1.94013672,9
BR,-57.31748047,1.96347656,9
BR,-57.27558594,1.95922852,9
BR,-57.18959961,1.9815918,9
BR,-57.11889648,2.01396484,9
BR,-57.09267578,2.00581055,9
BR,-57.03759766,1.93647461,9
BR,-57.01005859,1.92124023,9
BR,-56.96953125,1.91640625,9
BR,-56.83671875,1.88125,9
BR,-56.76625977,1.8921875,9
BR,-56.68984375,1.91430664,9
BR,-56.61645508,1.92265625,9
BR,-56.56357422,1.90722656,9
BR,-56.52548828,1.92724609,9
BR,-56.4828125,1.94213867,9
BR,-56.45283203,1.93232422,9
BR,-56.38583984,1.92387695,9
BR,-56.22714844,1.88535156,9
BR,-56.2,1.8797031,9
BR,-56.2,-21.2,9
BR,-57.85716619,-21.2,9
BR,-57.82695312,-21.13359375,9
BR,-57.83022461,-20.99794922,9
BR,-57.86000977,-20.91855469,9
BR,-57.89223633,-20.89707031,9
BR,-57.90048828,-20.87304687,9
BR,-57.88481445,-20.84169922,9
BR,-57.9019043,-20.809375,9
BR,-57.90849609,-20.77636719,9
BR,-57.89140625,-20.74746094,9
BR,-57.91513672,-20.69033203,9
BR,-57.9625,-20.67382812,9
BR,-57.97905273,-20.65732422,9
BR,-57.99560547,-20.59443359,9
BR,-58.00883789,-20.52167969,9
BR,-58.00224609,-20.46542969,9
BR,-58.02539062,-20.41582031,9
BR,-58.05844727,-20.38613281,9
BR,-58.09150391,-20.33320313,9
BR,-58.12460938,-20.29345703,9
BR,-58.13779297,-20.23730469,9
BR,-58.15976562,-20.16464844,9
BR,-58.09375,-20.15107422,9
BR,-58.06762695,-20.11035156,9
BR,-58.02114258,-20.05517578,9
BR,-57.96015625,-20.04072266,9
BR,-57.88759766,-20.02041016,9
BR,-57.86074219,-19.97958984,9
BR,-58.02993164,-19.83271484,9
BR,-58.13149414,-19.74453125,9
BR,-58.07202148,-19.62529297,9
BR,-57.97167969,-19.42421875,9
BR,-57.87451172,-19.22949219,9
BR,-57.80039062,-19.08095703,9
BR,-57.78144531,-19.05351563,9
BR,-57.71679687,-19.04404297,9
BR,-57.72861328,-18.96738281,9
BR,-57.73085937,-18.9171875,9
BR,-57.78310547,-18.91425781,9
BR,-57.725,-18.73320313,9
BR,-57.63916016,-18.475,9
BR,-57.57402344,-18.27929688,9
BR,-57.553125,-18.24648437,9
BR,-57.50615234,-18.23730469,9
BR,-57.4956543,-18.21464844,9
BR,-57.55205078,-18.18310547,9
BR,-57.58647461,-18.12226562,9
BR,-57.66166992,-17.94736328,9
BR,-57.78017578,-17.67177734,9
BR,-57.78886719,-17.57304688,9
BR,-57.8324707,-17.51210938,9
BR,-57.9050293,-17.53232422,9
BR,-57.99091797,-17.51289063,9
BR,-58.20556641,-17.36308594,9
BR,-58.34775391,-17.28212891,9
BR,-58.39599609,-17.23427734,9
BR,-58.41738281,-17.08056641,9
BR,-58.45981445,-16.91074219,9
BR,-58.478125,-16.70068359,9
BR,-58.47060547,-16.65019531,9
BR,-58.35039063,-16.49082031,9
BR,-58.35078125,-16.41025391,9
BR,-58.34057617,-16.33994141,9
BR,-58.34560547,-16.284375,9
BR,-58.37539062,-16.28359375,9
BR,-58.42368164,-16.30791016,9
BR,-58.49658203,-16.32666016,9
BR,-58.53793945,-16.32822266,9
BR,-58.95727539,-16.31318359,9
BR,-59.43427734,-16.29599609,9
BR,-59.83115234,-16.28173828,9
BR,-60.17558594,-16.26933594,9
BR,-60.18720703,-16.13212891,9
BR,-60.20664063,-15.90195313,9
BR,-60.22041016,-15.73867187,9
BR,-60.24233398,-15.47958984,9
BR,-60.38046875,-15.31826172,9
BR,-60.53046875,-15.14316406,9
BR,-60.58320312,-15.09833984,9
BR,-60.40200195,-15.09277344,9
BR,-60.27333984,-15.08876953,9
BR,-60.29887695,-14.61855469,9
BR,-60.33803711,-14.57050781,9
BR,-60.37270508,-14.41875,9
BR,-60.39624023,-14.3328125,9
BR,-60.46015625,-14.26308594,9
BR,-60.4746582,-14.18476563,9
BR,-60.46298828,-14.13242188,9
BR,-60.42807617,-14.1,9
BR,-60.40498047,-14.01923828,9
BR,-60.42236328,-13.93798828,9
BR,-60.46015625,-13.86240234,9
BR,-60.5065918,-13.78984375,9
BR,-60.5953125,-13.7453125,9
BR,-60.72236328,-13.66435547,9
BR,-60.91450195,-13.56142578,9
BR,-61.07700195,-13.48974609,9
BR,-61.12915039,-13.49853516,9
BR,-61.41606445,-13.5265625,9
BR,-61.51157227,-13.54121094,9
BR,-61.57568359,-13.52480469,9
BR,-61.78994141,-13.52558594,9
BR,-61.87412109,-13.47041016,9
BR,-61.94472656,-13.40625,9
BR,-62.09477539,-13.24199219,9
BR,-62.11801758,-13.15976563,9
BR,-62.17607422,-13.13369141,9
BR,-62.26391602,-13.14365234,9
BR,-62.35283203,-13.13242187,9
BR,-62.52553711,-13.06425781,9
BR,-62.68706055,-12.99433594,9
BR,-62.76547852,-12.99726563,9
BR,-62.83515625,-12.95371094,9
BR,-62.95791016,-12.84707031,9
BR,-63.01518555,-12.80556641,9
BR,-63.04135742,-12.75039063,9
BR,-63.06748047,-12.66914062,9
BR,-63.11679688,-12.65166016,9
BR,-63.18066406,-12.66621094,9
BR,-63.24975586,-12.70791016,9
BR,-63.34667969,-12.68007812,9
BR,-63.46523437,-12.60517578,9
BR,-63.54189453,-12.54667969,9
BR,-63.58564453,-12.51894531,9
BR,-63.68857422,-12.47802734,9
BR,-63.78808594,-12.46943359,9
BR,-63.93857422,-12.5296875,9
BR,-64.06162109,-12.50507812,9
BR,-64.2550293,-12.48330078,9
BR,-64.42050781,-12.43974609,9
BR,-64.48076172,-12.32617188,9
BR,-64.51342773,-12.25097656,9
BR,-64.61166992,-12.20390625,9
BR,-64.69003906,-12.14648437,9
BR,-64.78344727,-12.059375,9
BR,-64.82988281,-12.03027344,9
BR,-64.91435547,-12.00595703,9
BR,-64.9925293,-11.97519531,9
BR,-65.0012207,-11.92001953,9
BR,-65.03027344,-11.84736328,9
BR,-65.03710937,-11.82939453,9
BR,-65.0902832,-11.74121094,9
BR,-65.11513672,-11.73505859,9
BR,-65.14267578,-11.75234375,9
BR,-65.16337891,-11.76513672,9
BR,-65.18574219,-11.74951172,9
BR,-65.18974609,-11.71005859,9
BR,-65.17539063,-11.646875,9
BR,-65.20620117,-11.58056641,9
BR,-65.28227539,-11.51103516,9
BR,-65.32202148,-11.43916016,9
BR,-65.32548828,-11.36474609,9
BR,-65.34238281,-11.31503906,9
BR,-65.37285156,-11.28994141,9
BR,-65.38989258,-11.24628906,9
BR,-65.39360352,-11.18427734,9
BR,-65.37158203,-11.11035156,9
BR,-65.3237793,-11.02480469,9
BR,-65.3340332,-10.89277344,9
BR,-65.40229492,-10.71474609,9
BR,-65.43999023,-10.58623047,9
BR,-65.44711914,-10.50742188,9
BR,-65.43691406,-10.44902344,9
BR,-65.39545898,-10.39228516,9
BR,-65.31308594,-10.25302734,9
BR,-65.29858398,-10.14677734,9
BR,-65.32456055,-10.02695313,9
BR,-65.328125,-9.93554687,9
BR,-65.30932617,-9.87265625,9
BR,-65.33789062,-9.79023438,9
BR,-65.39614258,-9.71240234,9
BR,-65.43676758,-9.71044922,9
BR,-65.49199219,-9.73173828,9
BR,-65.55869141,-9.79746094,9
BR,-65.63710938,-9.80908203,9
BR,-65.70678711,-9.76845703,9
BR,-65.92470703,-9.78544922,9
BR,-66.26357422,-9.82607422,9
BR,-66.39921875,-9.86816406,9
BR,-66.47890625,-9.88613281,9
BR,-66.5753418,-9.89990234,9
BR,-66.72998047,-9.97548828,9
BR,-67.11152344,-10.26894531,9
BR,-67.19047852,-10.31142578,9
BR,-67.28046875,-10.31728516,9
BR,-67.33271484,-10.35791016,9
BR,-67.41694336,-10.38984375,9
BR,-67.58242188,-10.50595703,9
BR,-67.66665039,-10.59892578,9
BR,-67.72177734,-10.68310547,9
BR,-67.78569336,-10.68603516,9
BR,-67.83500977,-10.66279297,9
BR,-67.99169922,-10.67441406,9
BR,-68.07167969,-10.703125,9
BR,-68.15864258,-10.78505859,9
BR,-68.26660156,-10.93310547,9
BR,-68.31113281,-10.97519531,9
BR,-68.39799805,-11.01875,9
BR,-68.49833984,-11.05478516,9
BR,-68.62265625,-11.10917969,9
BR,-68.67836914,-11.11279297,9
BR,-68.72749023,-11.12246094,9
BR,-68.76992187,-11.09765625,9
BR,-68.78408203,-11.04462891,9
BR,-68.84833984,-11.01113281,9
BR,-69.00166016,-10.99433594,9
BR,-69.22851562,-10.95566406,9
BR,-69.46254883,-10.94814453,9
BR,-69.57861328,-10.95175781,9
BR,-69.67402344,-10.95410156,9
BR,-69.83979492,-10.93339844,9
BR,-69.96035156,-10.92988281,9
BR,-70.06630859,-10.98242187,9
BR,-70.22006836,-11.04765625,9
BR,-70.29038086,-11.06425781,9
BR,-70.34199219,-11.06669922,9
BR,-70.39228516,-11.05859375,9
BR,-70.45087891,-11.02480469,9
BR,-70.53325195,-10.946875,9
BR,-70.5965332,-10.97685547,9
